Date,Time,"Volatility 50 Index"
"2017-03-15","09:39:20",500.2409
"2017-03-15","09:39:22",500.3396
"2017-03-15","09:39:24",500.3368
"2017-03-15","09:39:26",500.3885
"2017-03-15","09:39:28",500.4969
"2017-03-15","09:39:30",500.4739
"2017-03-15","09:39:32",500.4853
"2017-03-15","09:39:34",500.4576
"2017-03-15","09:39:36",500.5538
"2017-03-15","09:39:38",500.6673
"2017-03-15","09:39:40",500.6816
"2017-03-15","09:39:42",500.7492
"2017-03-15","09:39:44",500.6696
"2017-03-15","09:39:46",500.7807
"2017-03-15","09:39:48",500.7877
"2017-03-15","09:39:50",500.7681
"2017-03-15","09:39:52",500.6393
"2017-03-15","09:39:54",500.677
"2017-03-15","09:39:56",500.7088
"2017-03-15","09:39:58",500.655
"2017-03-15","09:40:00",500.7343
"2017-03-15","09:40:02",500.7194
"2017-03-15","09:40:04",500.7423
"2017-03-15","09:40:06",500.6685
"2017-03-15","09:40:08",500.6894
"2017-03-15","09:40:10",500.618
"2017-03-15","09:40:12",500.6694
"2017-03-15","09:40:14",500.6153
"2017-03-15","09:40:16",500.5055
"2017-03-15","09:40:18",500.4875
"2017-03-15","09:40:20",500.4632
"2017-03-15","09:40:22",500.4398
"2017-03-15","09:40:24",500.4676
"2017-03-15","09:40:26",500.4331
"2017-03-15","09:40:28",500.4339
"2017-03-15","09:40:30",500.4955
"2017-03-15","09:40:32",500.4886
"2017-03-15","09:40:34",500.6345
"2017-03-15","09:40:36",500.6324
"2017-03-15","09:40:38",500.5673
"2017-03-15","09:40:40",500.6914
"2017-03-15","09:40:42",500.6473
"2017-03-15","09:40:44",500.6484
"2017-03-15","09:40:46",500.6892
"2017-03-15","09:40:48",500.7818
"2017-03-15","09:40:50",500.7734
"2017-03-15","09:40:52",500.7743
"2017-03-15","09:40:54",500.7682
"2017-03-15","09:40:56",500.8535
"2017-03-15","09:40:58",500.8835
"2017-03-15","09:41:00",500.9422
"2017-03-15","09:41:02",500.9819
"2017-03-15","09:41:04",500.9964
"2017-03-15","09:41:06",501.0342
"2017-03-15","09:41:08",501.1242
"2017-03-15","09:41:10",501.1496
"2017-03-15","09:41:12",501.1049
"2017-03-15","09:41:14",501.1214
"2017-03-15","09:41:16",501.1759
"2017-03-15","09:41:18",501.1929
"2017-03-15","09:41:20",501.1945
"2017-03-15","09:41:22",501.1546
"2017-03-15","09:41:24",501.2621
"2017-03-15","09:41:26",501.2474
"2017-03-15","09:41:28",501.1391
"2017-03-15","09:41:30",501.1929
"2017-03-15","09:41:32",501.2704
"2017-03-15","09:41:34",501.2677
"2017-03-15","09:41:36",501.3377
"2017-03-15","09:41:38",501.494
"2017-03-15","09:41:40",501.5461
"2017-03-15","09:41:42",501.4722
"2017-03-15","09:41:44",501.5058
"2017-03-15","09:41:46",501.4781
"2017-03-15","09:41:48",501.4572
"2017-03-15","09:41:50",501.4339
"2017-03-15","09:41:52",501.4462
"2017-03-15","09:41:54",501.4597
"2017-03-15","09:41:56",501.5965
"2017-03-15","09:41:58",501.6828
"2017-03-15","09:42:00",501.6958
"2017-03-15","09:42:02",501.703
"2017-03-15","09:42:04",501.6791
"2017-03-15","09:42:06",501.6873
"2017-03-15","09:42:08",501.5682
"2017-03-15","09:42:10",501.5727
"2017-03-15","09:42:12",501.6746
"2017-03-15","09:42:14",501.7318
"2017-03-15","09:42:16",501.7896
"2017-03-15","09:42:18",501.6634
"2017-03-15","09:42:20",501.7058
"2017-03-15","09:42:22",501.6315
"2017-03-15","09:42:24",501.5763
"2017-03-15","09:42:26",501.536
"2017-03-15","09:42:28",501.4742
"2017-03-15","09:42:30",501.4591
"2017-03-15","09:42:32",501.4642
"2017-03-15","09:42:34",501.519
"2017-03-15","09:42:36",501.5327
"2017-03-15","09:42:38",501.4551
"2017-03-15","09:42:40",501.5029
"2017-03-15","09:42:42",501.5522
"2017-03-15","09:42:44",501.5242
"2017-03-15","09:42:46",501.4619
"2017-03-15","09:42:48",501.5065
"2017-03-15","09:42:50",501.5862
"2017-03-15","09:42:52",501.6813
"2017-03-15","09:42:54",501.5634
"2017-03-15","09:42:56",501.642
"2017-03-15","09:42:58",501.5366
"2017-03-15","09:43:00",501.5966
"2017-03-15","09:43:02",501.5013
"2017-03-15","09:43:04",501.5641
"2017-03-15","09:43:06",501.591
"2017-03-15","09:43:08",501.6088
"2017-03-15","09:43:10",501.6017
"2017-03-15","09:43:12",501.5618
"2017-03-15","09:43:14",501.5222
"2017-03-15","09:43:16",501.4976
"2017-03-15","09:43:18",501.5972
"2017-03-15","09:43:20",501.5614
"2017-03-15","09:43:22",501.5671
"2017-03-15","09:43:24",501.5357
"2017-03-15","09:43:26",501.5872
"2017-03-15","09:43:28",501.5123
"2017-03-15","09:43:30",501.5034
"2017-03-15","09:43:32",501.4296
"2017-03-15","09:43:34",501.4947
"2017-03-15","09:43:36",501.5817
"2017-03-15","09:43:38",501.5124
"2017-03-15","09:43:40",501.4884
"2017-03-15","09:43:42",501.5347
"2017-03-15","09:43:44",501.535
"2017-03-15","09:43:46",501.4771
"2017-03-15","09:43:48",501.4839
"2017-03-15","09:43:50",501.4657
"2017-03-15","09:43:52",501.3772
"2017-03-15","09:43:54",501.3138
"2017-03-15","09:43:56",501.3155
"2017-03-15","09:43:58",501.2674
"2017-03-15","09:44:00",501.2179
"2017-03-15","09:44:02",501.194
"2017-03-15","09:44:04",501.2141
"2017-03-15","09:44:06",501.2211
"2017-03-15","09:44:08",501.1716
"2017-03-15","09:44:10",501.1244
"2017-03-15","09:44:12",501.1198
"2017-03-15","09:44:14",501.0899
"2017-03-15","09:44:16",501.125
"2017-03-15","09:44:18",501.0707
"2017-03-15","09:44:20",501.0425
"2017-03-15","09:44:22",501.1595
"2017-03-15","09:44:24",501.1995
"2017-03-15","09:44:26",501.2508
"2017-03-15","09:44:28",501.2155
"2017-03-15","09:44:30",501.2137
"2017-03-15","09:44:32",501.3036
"2017-03-15","09:44:34",501.2777
"2017-03-15","09:44:36",501.2247
"2017-03-15","09:44:38",501.2242
"2017-03-15","09:44:40",501.2399
"2017-03-15","09:44:42",501.2808
"2017-03-15","09:44:44",501.3701
"2017-03-15","09:44:46",501.2219
"2017-03-15","09:44:48",501.3053
"2017-03-15","09:44:50",501.3342
"2017-03-15","09:44:52",501.4019
"2017-03-15","09:44:54",501.3045
"2017-03-15","09:44:56",501.1794
"2017-03-15","09:44:58",501.232
"2017-03-15","09:45:00",501.23
"2017-03-15","09:45:02",501.3188
"2017-03-15","09:45:04",501.401
"2017-03-15","09:45:06",501.5162
"2017-03-15","09:45:08",501.5964
"2017-03-15","09:45:10",501.6753
"2017-03-15","09:45:12",501.7834
"2017-03-15","09:45:14",501.831
"2017-03-15","09:45:16",501.8164
"2017-03-15","09:45:18",501.7469
"2017-03-15","09:45:20",501.6757
"2017-03-15","09:45:22",501.6462
"2017-03-15","09:45:24",501.6348
"2017-03-15","09:45:26",501.6972
"2017-03-15","09:45:28",501.6152
"2017-03-15","09:45:30",501.6068
"2017-03-15","09:45:32",501.5861
"2017-03-15","09:45:34",501.5598
"2017-03-15","09:45:36",501.5326
"2017-03-15","09:45:38",501.6557
"2017-03-15","09:45:40",501.5847
"2017-03-15","09:45:42",501.4798
"2017-03-15","09:45:44",501.4481
"2017-03-15","09:45:46",501.3396
"2017-03-15","09:45:48",501.325
"2017-03-15","09:45:50",501.4234
"2017-03-15","09:45:52",501.3802
"2017-03-15","09:45:54",501.4777
"2017-03-15","09:45:56",501.3954
"2017-03-15","09:45:58",501.3985
"2017-03-15","09:46:00",501.4039
"2017-03-15","09:46:02",501.4589
"2017-03-15","09:46:04",501.4873
"2017-03-15","09:46:06",501.54
"2017-03-15","09:46:08",501.4963
"2017-03-15","09:46:10",501.4138
"2017-03-15","09:46:12",501.3914
"2017-03-15","09:46:14",501.3651
"2017-03-15","09:46:16",501.4165
"2017-03-15","09:46:18",501.3543
"2017-03-15","09:46:20",501.2546
"2017-03-15","09:46:22",501.2315
"2017-03-15","09:46:24",501.1583
"2017-03-15","09:46:26",501.1346
"2017-03-15","09:46:28",501.0142
"2017-03-15","09:46:30",501.0691
"2017-03-15","09:46:32",501.0689
"2017-03-15","09:46:34",501.0763
"2017-03-15","09:46:36",501.1426
"2017-03-15","09:46:38",501.1195
"2017-03-15","09:46:40",501.058
"2017-03-15","09:46:42",501.0318
"2017-03-15","09:46:44",500.837
"2017-03-15","09:46:46",500.9483
"2017-03-15","09:46:48",500.7261
"2017-03-15","09:46:50",500.7712
"2017-03-15","09:46:52",500.9344
"2017-03-15","09:46:54",500.9722
"2017-03-15","09:46:56",500.9613
"2017-03-15","09:46:58",500.9798
"2017-03-15","09:47:00",500.8684
"2017-03-15","09:47:02",500.916
"2017-03-15","09:47:04",501.014
"2017-03-15","09:47:06",501.0456
"2017-03-15","09:47:08",501.104
"2017-03-15","09:47:10",501.0899
"2017-03-15","09:47:12",501.0818
"2017-03-15","09:47:14",500.9905
"2017-03-15","09:47:16",501.021
"2017-03-15","09:47:18",501.086
"2017-03-15","09:47:20",501.011
"2017-03-15","09:47:22",500.9499
"2017-03-15","09:47:24",500.9521
"2017-03-15","09:47:26",501.0322
"2017-03-15","09:47:28",500.9987
"2017-03-15","09:47:30",501.0025
"2017-03-15","09:47:32",501.0309
"2017-03-15","09:47:34",501.1012
"2017-03-15","09:47:36",501.1733
"2017-03-15","09:47:38",501.2958
"2017-03-15","09:47:40",501.3623
"2017-03-15","09:47:42",501.4296
"2017-03-15","09:47:44",501.4009
"2017-03-15","09:47:46",501.3863
"2017-03-15","09:47:48",501.3846
"2017-03-15","09:47:50",501.2344
"2017-03-15","09:47:52",501.1067
"2017-03-15","09:47:54",501.1567
"2017-03-15","09:47:56",501.1696
"2017-03-15","09:47:58",501.1273
"2017-03-15","09:48:00",501.1738
"2017-03-15","09:48:02",501.1925
"2017-03-15","09:48:04",501.2486
"2017-03-15","09:48:06",501.3399
"2017-03-15","09:48:08",501.4249
"2017-03-15","09:48:10",501.3829
"2017-03-15","09:48:12",501.4804
"2017-03-15","09:48:14",501.4702
"2017-03-15","09:48:16",501.4113
"2017-03-15","09:48:18",501.3634
"2017-03-15","09:48:20",501.4887
"2017-03-15","09:48:22",501.5054
"2017-03-15","09:48:24",501.52
"2017-03-15","09:48:26",501.4625
"2017-03-15","09:48:28",501.4739
"2017-03-15","09:48:30",501.4432
"2017-03-15","09:48:32",501.3878
"2017-03-15","09:48:34",501.4204
"2017-03-15","09:48:36",501.4798
"2017-03-15","09:48:38",501.4324
"2017-03-15","09:48:40",501.2535
"2017-03-15","09:48:42",501.299
"2017-03-15","09:48:44",501.2419
"2017-03-15","09:48:46",501.1579
"2017-03-15","09:48:48",501.1469
"2017-03-15","09:48:50",501.1855
"2017-03-15","09:48:52",501.2402
"2017-03-15","09:48:54",501.2567
"2017-03-15","09:48:56",501.1531
"2017-03-15","09:48:58",501.2064
"2017-03-15","09:49:00",501.1275
"2017-03-15","09:49:02",501.0108
"2017-03-15","09:49:04",501.0515
"2017-03-15","09:49:06",501.0663
"2017-03-15","09:49:08",501.112
"2017-03-15","09:49:10",501.2008
"2017-03-15","09:49:12",501.1725
"2017-03-15","09:49:14",501.2279
"2017-03-15","09:49:16",501.2137
"2017-03-15","09:49:18",501.1362
"2017-03-15","09:49:20",501.1291
"2017-03-15","09:49:22",501.1452
"2017-03-15","09:49:24",501.1858
"2017-03-15","09:49:26",501.187
"2017-03-15","09:49:28",501.1734
"2017-03-15","09:49:30",501.3027
"2017-03-15","09:49:32",501.2622
"2017-03-15","09:49:34",501.3296
"2017-03-15","09:49:36",501.2762
"2017-03-15","09:49:38",501.3278
"2017-03-15","09:49:40",501.3707
"2017-03-15","09:49:42",501.3844
"2017-03-15","09:49:44",501.3058
"2017-03-15","09:49:46",501.3007
"2017-03-15","09:49:48",501.2124
"2017-03-15","09:49:50",501.2499
"2017-03-15","09:49:52",501.2858
"2017-03-15","09:49:54",501.3524
"2017-03-15","09:49:56",501.2498
"2017-03-15","09:49:58",501.2996
"2017-03-15","09:50:00",501.3083
"2017-03-15","09:50:02",501.3581
"2017-03-15","09:50:04",501.4969
"2017-03-15","09:50:06",501.4631
"2017-03-15","09:50:08",501.4817
"2017-03-15","09:50:10",501.4646
"2017-03-15","09:50:12",501.5447
"2017-03-15","09:50:14",501.6138
"2017-03-15","09:50:16",501.6775
"2017-03-15","09:50:18",501.5331
"2017-03-15","09:50:20",501.5691
"2017-03-15","09:50:22",501.6933
"2017-03-15","09:50:24",501.8388
"2017-03-15","09:50:26",501.8481
"2017-03-15","09:50:28",501.8263
"2017-03-15","09:50:30",501.9329
"2017-03-15","09:50:32",501.9772
"2017-03-15","09:50:34",501.8617
"2017-03-15","09:50:36",501.8489
"2017-03-15","09:50:38",501.7619
"2017-03-15","09:50:40",501.7196
"2017-03-15","09:50:42",501.6978
"2017-03-15","09:50:44",501.6472
"2017-03-15","09:50:46",501.6534
"2017-03-15","09:50:48",501.7204
"2017-03-15","09:50:50",501.6637
"2017-03-15","09:50:52",501.6649
"2017-03-15","09:50:54",501.6098
"2017-03-15","09:50:56",501.5257
"2017-03-15","09:50:58",501.4725
"2017-03-15","09:51:00",501.4354
"2017-03-15","09:51:02",501.4703
"2017-03-15","09:51:04",501.4239
"2017-03-15","09:51:06",501.3623
"2017-03-15","09:51:08",501.4635
"2017-03-15","09:51:10",501.4731
"2017-03-15","09:51:12",501.4414
"2017-03-15","09:51:14",501.4818
"2017-03-15","09:51:16",501.4039
"2017-03-15","09:51:18",501.3524
"2017-03-15","09:51:20",501.386
"2017-03-15","09:51:22",501.2582
"2017-03-15","09:51:24",501.2109
"2017-03-15","09:51:26",501.4343
"2017-03-15","09:51:28",501.3472
"2017-03-15","09:51:30",501.2592
"2017-03-15","09:51:32",501.2457
"2017-03-15","09:51:34",501.2324
"2017-03-15","09:51:36",501.286
"2017-03-15","09:51:38",501.1992
"2017-03-15","09:51:40",501.211
"2017-03-15","09:51:42",501.2333
"2017-03-15","09:51:44",501.3235
"2017-03-15","09:51:46",501.3567
"2017-03-15","09:51:48",501.3321
"2017-03-15","09:51:50",501.3136
"2017-03-15","09:51:52",501.3774
"2017-03-15","09:51:54",501.2961
"2017-03-15","09:51:56",501.1803
"2017-03-15","09:51:58",501.1891
"2017-03-15","09:52:00",501.123
"2017-03-15","09:52:02",501.0637
"2017-03-15","09:52:04",501.0822
"2017-03-15","09:52:06",501.1227
"2017-03-15","09:52:08",501.1543
"2017-03-15","09:52:10",501.2142
"2017-03-15","09:52:12",501.2682
"2017-03-15","09:52:14",501.2708
"2017-03-15","09:52:16",501.2021
"2017-03-15","09:52:18",501.1753
"2017-03-15","09:52:20",501.2388
"2017-03-15","09:52:22",501.197
"2017-03-15","09:52:24",501.2541
"2017-03-15","09:52:26",501.3003
"2017-03-15","09:52:28",501.3116
"2017-03-15","09:52:30",501.3705
"2017-03-15","09:52:32",501.339
"2017-03-15","09:52:34",501.3425
"2017-03-15","09:52:36",501.4573
"2017-03-15","09:52:38",501.5054
"2017-03-15","09:52:40",501.4528
"2017-03-15","09:52:42",501.461
"2017-03-15","09:52:44",501.3771
"2017-03-15","09:52:46",501.327
"2017-03-15","09:52:48",501.3697
"2017-03-15","09:52:50",501.3708
"2017-03-15","09:52:52",501.4521
"2017-03-15","09:52:54",501.4155
"2017-03-15","09:52:56",501.4153
"2017-03-15","09:52:58",501.3972
"2017-03-15","09:53:00",501.4262
"2017-03-15","09:53:02",501.4343
"2017-03-15","09:53:04",501.5465
"2017-03-15","09:53:06",501.5401
"2017-03-15","09:53:08",501.557
"2017-03-15","09:53:10",501.7257
"2017-03-15","09:53:12",501.8169
"2017-03-15","09:53:14",501.7078
"2017-03-15","09:53:16",501.6942
"2017-03-15","09:53:18",501.6545
"2017-03-15","09:53:20",501.5453
"2017-03-15","09:53:22",501.6252
"2017-03-15","09:53:24",501.6138
"2017-03-15","09:53:26",501.6176
"2017-03-15","09:53:28",501.655
"2017-03-15","09:53:30",501.5971
"2017-03-15","09:53:32",501.4922
"2017-03-15","09:53:34",501.4278
"2017-03-15","09:53:36",501.4698
"2017-03-15","09:53:38",501.4324
"2017-03-15","09:53:40",501.4846
"2017-03-15","09:53:42",501.5265
"2017-03-15","09:53:44",501.4795
"2017-03-15","09:53:46",501.466
"2017-03-15","09:53:48",501.4154
"2017-03-15","09:53:50",501.38
"2017-03-15","09:53:52",501.3989
"2017-03-15","09:53:54",501.4589
"2017-03-15","09:53:56",501.4509
"2017-03-15","09:53:58",501.445
"2017-03-15","09:54:00",501.3176
"2017-03-15","09:54:02",501.2531
"2017-03-15","09:54:04",501.2365
"2017-03-15","09:54:06",501.2051
"2017-03-15","09:54:08",501.2627
"2017-03-15","09:54:10",501.2775
"2017-03-15","09:54:12",501.2857
"2017-03-15","09:54:14",501.2041
"2017-03-15","09:54:16",501.1823
"2017-03-15","09:54:18",501.1539
"2017-03-15","09:54:20",501.0961
"2017-03-15","09:54:22",501.1234
"2017-03-15","09:54:24",501.1737
"2017-03-15","09:54:26",501.1541
"2017-03-15","09:54:28",501.045
"2017-03-15","09:54:30",501.0464
"2017-03-15","09:54:32",501.1184
"2017-03-15","09:54:34",501.1077
"2017-03-15","09:54:36",501.1189
"2017-03-15","09:54:38",501.0502
"2017-03-15","09:54:40",501.0103
"2017-03-15","09:54:42",500.9939
"2017-03-15","09:54:44",500.9435
"2017-03-15","09:54:46",501.0404
"2017-03-15","09:54:48",501.0595
"2017-03-15","09:54:50",501.0807
"2017-03-15","09:54:52",501.062
"2017-03-15","09:54:54",501.0888
"2017-03-15","09:54:56",501.0148
"2017-03-15","09:54:58",500.8592
"2017-03-15","09:55:00",500.9769
"2017-03-15","09:55:02",500.9549
"2017-03-15","09:55:04",500.9318
"2017-03-15","09:55:06",500.9471
"2017-03-15","09:55:08",500.9957
"2017-03-15","09:55:10",501.0515
"2017-03-15","09:55:12",501.0104
"2017-03-15","09:55:14",501.0302
"2017-03-15","09:55:16",501.1007
"2017-03-15","09:55:18",501.1
"2017-03-15","09:55:20",501.076
"2017-03-15","09:55:22",501.0489
"2017-03-15","09:55:24",501.0649
"2017-03-15","09:55:26",501.1566
"2017-03-15","09:55:28",501.134
"2017-03-15","09:55:30",501.0902
"2017-03-15","09:55:32",501.1584
"2017-03-15","09:55:34",501.1007
"2017-03-15","09:55:36",501.0724
"2017-03-15","09:55:38",501.055
"2017-03-15","09:55:40",500.9766
"2017-03-15","09:55:42",500.8766
"2017-03-15","09:55:44",500.8725
"2017-03-15","09:55:46",500.8999
"2017-03-15","09:55:48",500.8989
"2017-03-15","09:55:50",500.8708
"2017-03-15","09:55:52",500.9012
"2017-03-15","09:55:54",500.9427
"2017-03-15","09:55:56",500.9339
"2017-03-15","09:55:58",500.8131
"2017-03-15","09:56:00",500.8161
"2017-03-15","09:56:02",500.7812
"2017-03-15","09:56:04",500.6782
"2017-03-15","09:56:06",500.6561
"2017-03-15","09:56:08",500.5706
"2017-03-15","09:56:10",500.5046
"2017-03-15","09:56:12",500.5477
"2017-03-15","09:56:14",500.5724
"2017-03-15","09:56:16",500.6574
"2017-03-15","09:56:18",500.6052
"2017-03-15","09:56:20",500.6891
"2017-03-15","09:56:22",500.6729
"2017-03-15","09:56:24",500.6431
"2017-03-15","09:56:26",500.604
"2017-03-15","09:56:28",500.522
"2017-03-15","09:56:30",500.585
"2017-03-15","09:56:32",500.5629
"2017-03-15","09:56:34",500.4539
"2017-03-15","09:56:36",500.4121
"2017-03-15","09:56:38",500.4819
"2017-03-15","09:56:40",500.5763
"2017-03-15","09:56:42",500.6225
"2017-03-15","09:56:44",500.7195
"2017-03-15","09:56:46",500.5845
"2017-03-15","09:56:48",500.5428
"2017-03-15","09:56:50",500.494
"2017-03-15","09:56:52",500.3375
"2017-03-15","09:56:54",500.3246
"2017-03-15","09:56:56",500.3029
"2017-03-15","09:56:58",500.2508
"2017-03-15","09:57:00",500.2002
"2017-03-15","09:57:02",500.2151
"2017-03-15","09:57:04",500.2846
"2017-03-15","09:57:06",500.2621
"2017-03-15","09:57:08",500.2586
"2017-03-15","09:57:10",500.3542
"2017-03-15","09:57:12",500.3274
"2017-03-15","09:57:14",500.25
"2017-03-15","09:57:16",500.2466
"2017-03-15","09:57:18",500.2967
"2017-03-15","09:57:20",500.2267
"2017-03-15","09:57:22",500.2232
"2017-03-15","09:57:24",500.2898
"2017-03-15","09:57:26",500.3047
"2017-03-15","09:57:28",500.2123
"2017-03-15","09:57:30",500.3269
"2017-03-15","09:57:32",500.2999
"2017-03-15","09:57:34",500.3571
"2017-03-15","09:57:36",500.3573
"2017-03-15","09:57:38",500.3288
"2017-03-15","09:57:40",500.3378
"2017-03-15","09:57:42",500.3802
"2017-03-15","09:57:44",500.356
"2017-03-15","09:57:46",500.3137
"2017-03-15","09:57:48",500.3597
"2017-03-15","09:57:50",500.2926
"2017-03-15","09:57:52",500.2432
"2017-03-15","09:57:54",500.2473
"2017-03-15","09:57:56",500.2322
"2017-03-15","09:57:58",500.2483
"2017-03-15","09:58:00",500.3346
"2017-03-15","09:58:02",500.4658
"2017-03-15","09:58:04",500.3923
"2017-03-15","09:58:06",500.4864
"2017-03-15","09:58:08",500.4382
"2017-03-15","09:58:10",500.4509
"2017-03-15","09:58:12",500.5074
"2017-03-15","09:58:14",500.4546
"2017-03-15","09:58:16",500.4706
"2017-03-15","09:58:18",500.5536
"2017-03-15","09:58:20",500.5551
"2017-03-15","09:58:22",500.4659
"2017-03-15","09:58:24",500.4152
"2017-03-15","09:58:26",500.3953
"2017-03-15","09:58:28",500.4323
"2017-03-15","09:58:30",500.5533
"2017-03-15","09:58:32",500.4983
"2017-03-15","09:58:34",500.4239
"2017-03-15","09:58:36",500.4731
"2017-03-15","09:58:38",500.5592
"2017-03-15","09:58:40",500.4945
"2017-03-15","09:58:42",500.5175
"2017-03-15","09:58:44",500.5351
"2017-03-15","09:58:46",500.4646
"2017-03-15","09:58:48",500.5124
"2017-03-15","09:58:50",500.4576
"2017-03-15","09:58:52",500.6201
"2017-03-15","09:58:54",500.6291
"2017-03-15","09:58:56",500.5518
"2017-03-15","09:58:58",500.4499
"2017-03-15","09:59:00",500.5379
"2017-03-15","09:59:02",500.5491
"2017-03-15","09:59:04",500.4832
"2017-03-15","09:59:06",500.4498
"2017-03-15","09:59:08",500.3872
"2017-03-15","09:59:10",500.4714
"2017-03-15","09:59:12",500.3967
"2017-03-15","09:59:14",500.41
"2017-03-15","09:59:16",500.4051
"2017-03-15","09:59:18",500.5056
"2017-03-15","09:59:20",500.4976
"2017-03-15","09:59:22",500.5732
"2017-03-15","09:59:24",500.5141
"2017-03-15","09:59:26",500.6528
"2017-03-15","09:59:28",500.6603
"2017-03-15","09:59:30",500.6442
"2017-03-15","09:59:32",500.6417
"2017-03-15","09:59:34",500.6916
"2017-03-15","09:59:36",500.7704
"2017-03-15","09:59:38",500.779
"2017-03-15","09:59:40",500.75
"2017-03-15","09:59:42",500.7437
"2017-03-15","09:59:44",500.7542
"2017-03-15","09:59:46",500.7532
"2017-03-15","09:59:48",500.746
"2017-03-15","09:59:50",500.7656
"2017-03-15","09:59:52",500.7501
"2017-03-15","09:59:54",500.8268
"2017-03-15","09:59:56",500.7714
"2017-03-15","09:59:58",500.7472
"2017-03-15","10:00:00",500.8433
"2017-03-15","10:00:02",500.8022
"2017-03-15","10:00:04",500.8487
"2017-03-15","10:00:06",500.8706
"2017-03-15","10:00:08",500.9892
"2017-03-15","10:00:10",501.016
"2017-03-15","10:00:12",500.955
"2017-03-15","10:00:14",500.9769
"2017-03-15","10:00:16",500.9443
"2017-03-15","10:00:18",500.9054
"2017-03-15","10:00:20",500.9379
"2017-03-15","10:00:22",500.9162
"2017-03-15","10:00:24",500.9549
"2017-03-15","10:00:26",500.914
"2017-03-15","10:00:28",500.9152
"2017-03-15","10:00:30",500.8871
"2017-03-15","10:00:32",500.8012
"2017-03-15","10:00:34",500.6949
"2017-03-15","10:00:36",500.8029
"2017-03-15","10:00:38",500.7769
"2017-03-15","10:00:40",500.7596
"2017-03-15","10:00:42",500.8346
"2017-03-15","10:00:44",500.8514
"2017-03-15","10:00:46",500.8647
"2017-03-15","10:00:48",500.9165
"2017-03-15","10:00:50",500.8834
"2017-03-15","10:00:52",500.7405
"2017-03-15","10:00:54",500.8081
"2017-03-15","10:00:56",500.7558
"2017-03-15","10:00:58",500.8534
"2017-03-15","10:01:00",500.8322
"2017-03-15","10:01:02",500.9295
"2017-03-15","10:01:04",500.9573
"2017-03-15","10:01:06",500.8739
"2017-03-15","10:01:08",500.9121
"2017-03-15","10:01:10",500.9328
"2017-03-15","10:01:12",500.933
"2017-03-15","10:01:14",500.8392
"2017-03-15","10:01:16",500.8745
"2017-03-15","10:01:18",500.8793
"2017-03-15","10:01:20",500.9073
"2017-03-15","10:01:22",500.8637
"2017-03-15","10:01:24",500.9835
"2017-03-15","10:01:26",500.9262
"2017-03-15","10:01:28",500.9429
"2017-03-15","10:01:30",500.9436
"2017-03-15","10:01:32",500.9471
"2017-03-15","10:01:34",500.9978
"2017-03-15","10:01:36",501.0902
"2017-03-15","10:01:38",501.0846
"2017-03-15","10:01:40",501.0535
"2017-03-15","10:01:42",501.0592
"2017-03-15","10:01:44",501.101
