Date,Time,"Volatility 100 Index"
"2017-03-17","14:52:04",13569.23
"2017-03-17","14:52:06",13567
"2017-03-17","14:52:08",13565.79
"2017-03-17","14:52:10",13566.28
"2017-03-17","14:52:12",13570.58
"2017-03-17","14:52:14",13570.47
"2017-03-17","14:52:16",13569.92
"2017-03-17","14:52:18",13569.53
"2017-03-17","14:52:20",13569.37
"2017-03-17","14:52:22",13567.67
"2017-03-17","14:52:24",13573.87
"2017-03-17","14:52:26",13579.96
"2017-03-17","14:52:28",13577.94
"2017-03-17","14:52:30",13581.07
"2017-03-17","14:52:32",13567.35
"2017-03-17","14:52:34",13564.87
"2017-03-17","14:52:36",13568.1
"2017-03-17","14:52:38",13561.95
"2017-03-17","14:52:40",13564.79
"2017-03-17","14:52:42",13564.75
"2017-03-17","14:52:44",13568.46
"2017-03-17","14:52:46",13569.54
"2017-03-17","14:52:48",13569.64
"2017-03-17","14:52:50",13561.59
"2017-03-17","14:52:52",13556.93
"2017-03-17","14:52:54",13559.12
"2017-03-17","14:52:56",13554.09
"2017-03-17","14:52:58",13552.31
"2017-03-17","14:53:00",13555.23
"2017-03-17","14:53:02",13562.17
"2017-03-17","14:53:04",13564.73
"2017-03-17","14:53:06",13567.76
"2017-03-17","14:53:08",13565.33
"2017-03-17","14:53:10",13568.6
"2017-03-17","14:53:12",13566.86
"2017-03-17","14:53:14",13567.4
"2017-03-17","14:53:16",13561.69
"2017-03-17","14:53:18",13561.53
"2017-03-17","14:53:20",13561.3
"2017-03-17","14:53:22",13560.05
"2017-03-17","14:53:24",13565.45
"2017-03-17","14:53:26",13563.96
"2017-03-17","14:53:28",13564.03
"2017-03-17","14:53:30",13559.94
"2017-03-17","14:53:32",13560.21
"2017-03-17","14:53:34",13559.63
"2017-03-17","14:53:36",13559.13
"2017-03-17","14:53:38",13555.59
"2017-03-17","14:53:40",13555.84
"2017-03-17","14:53:42",13555.98
"2017-03-17","14:53:44",13559.55
"2017-03-17","14:53:46",13563.91
"2017-03-17","14:53:48",13566.43
"2017-03-17","14:53:50",13568.86
"2017-03-17","14:53:52",13566.98
"2017-03-17","14:53:54",13568.05
"2017-03-17","14:53:56",13573.09
"2017-03-17","14:53:58",13573.14
"2017-03-17","14:54:00",13568.75
"2017-03-17","14:54:02",13572.12
"2017-03-17","14:54:04",13572.89
"2017-03-17","14:54:06",13575.26
"2017-03-17","14:54:08",13581.34
"2017-03-17","14:54:10",13575.25
"2017-03-17","14:54:12",13577.77
"2017-03-17","14:54:14",13572.84
"2017-03-17","14:54:16",13569.49
"2017-03-17","14:54:18",13578.92
"2017-03-17","14:54:20",13583.29
"2017-03-17","14:54:22",13580.88
"2017-03-17","14:54:24",13587.01
"2017-03-17","14:54:26",13589.45
"2017-03-17","14:54:28",13590.79
"2017-03-17","14:54:30",13589.65
"2017-03-17","14:54:32",13589.17
"2017-03-17","14:54:34",13591.19
"2017-03-17","14:54:36",13594.08
"2017-03-17","14:54:38",13583.43
"2017-03-17","14:54:40",13584.85
"2017-03-17","14:54:42",13584.42
"2017-03-17","14:54:44",13587.33
"2017-03-17","14:54:46",13591.22
"2017-03-17","14:54:48",13587.23
"2017-03-17","14:54:50",13584.87
"2017-03-17","14:54:52",13585.64
"2017-03-17","14:54:54",13588.22
"2017-03-17","14:54:56",13595.24
"2017-03-17","14:54:58",13599.74
"2017-03-17","14:55:00",13597.88
"2017-03-17","14:55:02",13598.16
"2017-03-17","14:55:04",13602.63
"2017-03-17","14:55:06",13603.68
"2017-03-17","14:55:08",13606.56
"2017-03-17","14:55:10",13609.44
"2017-03-17","14:55:12",13609.38
"2017-03-17","14:55:14",13610.7
"2017-03-17","14:55:16",13609.55
"2017-03-17","14:55:18",13610.61
"2017-03-17","14:55:20",13609.57
"2017-03-17","14:55:22",13611.17
"2017-03-17","14:55:24",13614.6
"2017-03-17","14:55:26",13615.32
"2017-03-17","14:55:28",13622.61
"2017-03-17","14:55:30",13623.01
"2017-03-17","14:55:32",13615.8
"2017-03-17","14:55:34",13617.37
"2017-03-17","14:55:36",13617.57
"2017-03-17","14:55:38",13613.66
"2017-03-17","14:55:40",13608.04
"2017-03-17","14:55:42",13609.39
"2017-03-17","14:55:44",13612.51
"2017-03-17","14:55:46",13615.07
"2017-03-17","14:55:48",13607.88
"2017-03-17","14:55:50",13606.14
"2017-03-17","14:55:52",13610.08
"2017-03-17","14:55:54",13612.75
"2017-03-17","14:55:56",13612.92
"2017-03-17","14:55:58",13613.23
"2017-03-17","14:56:00",13615.16
"2017-03-17","14:56:02",13619.12
"2017-03-17","14:56:04",13617.32
"2017-03-17","14:56:06",13616.98
"2017-03-17","14:56:08",13618.41
"2017-03-17","14:56:10",13618.36
"2017-03-17","14:56:12",13620.62
"2017-03-17","14:56:14",13619.3
"2017-03-17","14:56:16",13614.76
"2017-03-17","14:56:18",13613.74
"2017-03-17","14:56:20",13615.44
"2017-03-17","14:56:22",13606.86
"2017-03-17","14:56:24",13601.49
"2017-03-17","14:56:26",13598.31
"2017-03-17","14:56:28",13599.91
"2017-03-17","14:56:30",13597.96
"2017-03-17","14:56:32",13594.17
"2017-03-17","14:56:34",13599.55
"2017-03-17","14:56:36",13598.45
"2017-03-17","14:56:38",13604.07
"2017-03-17","14:56:40",13606.74
"2017-03-17","14:56:42",13602.95
"2017-03-17","14:56:44",13604.39
"2017-03-17","14:56:46",13609
"2017-03-17","14:56:48",13607.59
"2017-03-17","14:56:50",13613.71
"2017-03-17","14:56:52",13613.79
"2017-03-17","14:56:54",13610.4
"2017-03-17","14:56:56",13612.32
"2017-03-17","14:56:58",13607.43
"2017-03-17","14:57:00",13604.33
"2017-03-17","14:57:02",13605.24
"2017-03-17","14:57:04",13613.17
"2017-03-17","14:57:06",13609.6
"2017-03-17","14:57:08",13612.96
"2017-03-17","14:57:10",13611.59
"2017-03-17","14:57:12",13613.51
"2017-03-17","14:57:14",13613.36
"2017-03-17","14:57:16",13610.58
"2017-03-17","14:57:18",13611.2
"2017-03-17","14:57:20",13606.85
"2017-03-17","14:57:22",13610.97
"2017-03-17","14:57:24",13609.68
"2017-03-17","14:57:26",13609.66
"2017-03-17","14:57:28",13611.55
"2017-03-17","14:57:30",13616.78
"2017-03-17","14:57:32",13613.4
"2017-03-17","14:57:34",13615.13
"2017-03-17","14:57:36",13612.24
"2017-03-17","14:57:38",13615.91
"2017-03-17","14:57:40",13621.44
"2017-03-17","14:57:42",13617.16
"2017-03-17","14:57:44",13617.49
"2017-03-17","14:57:46",13609.94
"2017-03-17","14:57:48",13605.2
"2017-03-17","14:57:50",13599.53
"2017-03-17","14:57:52",13594.42
"2017-03-17","14:57:54",13595.79
"2017-03-17","14:57:56",13592.27
"2017-03-17","14:57:58",13591.13
"2017-03-17","14:58:00",13582.3
"2017-03-17","14:58:02",13588.21
"2017-03-17","14:58:04",13586.84
"2017-03-17","14:58:06",13585.33
"2017-03-17","14:58:08",13584.08
"2017-03-17","14:58:10",13584.17
"2017-03-17","14:58:12",13581.96
"2017-03-17","14:58:14",13580.82
"2017-03-17","14:58:16",13579.22
"2017-03-17","14:58:18",13583.65
"2017-03-17","14:58:20",13578.42
"2017-03-17","14:58:22",13581.27
"2017-03-17","14:58:24",13580.81
"2017-03-17","14:58:26",13584.41
"2017-03-17","14:58:28",13585.36
"2017-03-17","14:58:30",13587.92
"2017-03-17","14:58:32",13586.56
"2017-03-17","14:58:34",13584.02
"2017-03-17","14:58:36",13585.43
"2017-03-17","14:58:38",13589.01
"2017-03-17","14:58:40",13585.41
"2017-03-17","14:58:42",13580.19
"2017-03-17","14:58:44",13578.01
"2017-03-17","14:58:46",13578.9
"2017-03-17","14:58:48",13575.2
"2017-03-17","14:58:50",13571.89
"2017-03-17","14:58:52",13574.88
"2017-03-17","14:58:54",13573.84
"2017-03-17","14:58:56",13577.78
"2017-03-17","14:58:58",13581.38
"2017-03-17","14:59:00",13584.46
"2017-03-17","14:59:02",13582.65
"2017-03-17","14:59:04",13581.14
"2017-03-17","14:59:06",13588.75
"2017-03-17","14:59:08",13588.33
"2017-03-17","14:59:10",13589.28
"2017-03-17","14:59:12",13593.9
"2017-03-17","14:59:14",13597.8
"2017-03-17","14:59:16",13593.69
"2017-03-17","14:59:18",13592.36
"2017-03-17","14:59:20",13588.5
"2017-03-17","14:59:22",13589.48
"2017-03-17","14:59:24",13591.51
"2017-03-17","14:59:26",13594.6
"2017-03-17","14:59:28",13597.14
"2017-03-17","14:59:30",13595.78
"2017-03-17","14:59:32",13599.33
"2017-03-17","14:59:34",13594.21
"2017-03-17","14:59:36",13593.16
"2017-03-17","14:59:38",13591.25
"2017-03-17","14:59:40",13593.17
"2017-03-17","14:59:42",13591.16
"2017-03-17","14:59:44",13590.53
"2017-03-17","14:59:46",13586.03
"2017-03-17","14:59:48",13578.69
"2017-03-17","14:59:50",13578.19
"2017-03-17","14:59:52",13580.39
"2017-03-17","14:59:54",13576.45
"2017-03-17","14:59:56",13575.56
"2017-03-17","14:59:58",13572.33
"2017-03-17","15:00:00",13570.89
"2017-03-17","15:00:02",13568.95
"2017-03-17","15:00:04",13568.02
"2017-03-17","15:00:06",13565.59
"2017-03-17","15:00:08",13563.62
"2017-03-17","15:00:10",13570.29
"2017-03-17","15:00:12",13567.49
"2017-03-17","15:00:14",13566.69
"2017-03-17","15:00:16",13568.62
"2017-03-17","15:00:18",13572.46
"2017-03-17","15:00:20",13570.84
"2017-03-17","15:00:22",13574.06
"2017-03-17","15:00:24",13572.04
"2017-03-17","15:00:26",13573.1
"2017-03-17","15:00:28",13571.64
"2017-03-17","15:00:30",13571.76
"2017-03-17","15:00:32",13572.76
"2017-03-17","15:00:34",13568.93
"2017-03-17","15:00:36",13563.91
"2017-03-17","15:00:38",13564.09
"2017-03-17","15:00:40",13570.22
"2017-03-17","15:00:42",13567.46
"2017-03-17","15:00:44",13564.73
"2017-03-17","15:00:46",13563.27
"2017-03-17","15:00:48",13562.13
"2017-03-17","15:00:50",13559.16
"2017-03-17","15:00:52",13562.61
"2017-03-17","15:00:54",13563.52
"2017-03-17","15:00:56",13564.26
"2017-03-17","15:00:58",13564.09
"2017-03-17","15:01:00",13560.84
"2017-03-17","15:01:02",13555.08
"2017-03-17","15:01:04",13557.86
"2017-03-17","15:01:06",13552.76
"2017-03-17","15:01:08",13553.57
"2017-03-17","15:01:10",13550.65
"2017-03-17","15:01:12",13553.35
"2017-03-17","15:01:14",13553.3
"2017-03-17","15:01:16",13547.27
"2017-03-17","15:01:18",13548.59
"2017-03-17","15:01:20",13549.73
"2017-03-17","15:01:22",13552.77
"2017-03-17","15:01:24",13550.81
"2017-03-17","15:01:26",13550.99
"2017-03-17","15:01:28",13555.81
"2017-03-17","15:01:30",13556.44
"2017-03-17","15:01:32",13555.06
"2017-03-17","15:01:34",13549.59
"2017-03-17","15:01:36",13548.74
"2017-03-17","15:01:38",13553.6
"2017-03-17","15:01:40",13553.53
"2017-03-17","15:01:42",13554.45
"2017-03-17","15:01:44",13550.34
"2017-03-17","15:01:46",13554.29
"2017-03-17","15:01:48",13553.38
"2017-03-17","15:01:50",13555.42
"2017-03-17","15:01:52",13552.87
"2017-03-17","15:01:54",13552.29
"2017-03-17","15:01:56",13550.64
"2017-03-17","15:01:58",13545.08
"2017-03-17","15:02:00",13547.33
"2017-03-17","15:02:02",13547.96
"2017-03-17","15:02:04",13550.43
"2017-03-17","15:02:06",13551.28
"2017-03-17","15:02:08",13551.48
"2017-03-17","15:02:10",13550.17
"2017-03-17","15:02:12",13548.85
"2017-03-17","15:02:14",13556.14
"2017-03-17","15:02:16",13560.57
"2017-03-17","15:02:18",13560.01
"2017-03-17","15:02:20",13560.83
"2017-03-17","15:02:22",13559.94
"2017-03-17","15:02:24",13562
"2017-03-17","15:02:26",13561.14
"2017-03-17","15:02:28",13564.69
"2017-03-17","15:02:30",13566.5
"2017-03-17","15:02:32",13566.31
"2017-03-17","15:02:34",13564.2
"2017-03-17","15:02:36",13560.18
"2017-03-17","15:02:38",13561.65
"2017-03-17","15:02:40",13565.14
"2017-03-17","15:02:42",13568.42
"2017-03-17","15:02:44",13567.99
"2017-03-17","15:02:46",13565.3
"2017-03-17","15:02:48",13565.69
"2017-03-17","15:02:50",13566.36
"2017-03-17","15:02:52",13568.15
"2017-03-17","15:02:54",13570.83
"2017-03-17","15:02:56",13566.12
"2017-03-17","15:02:58",13566.23
"2017-03-17","15:03:00",13570.67
"2017-03-17","15:03:02",13566.49
"2017-03-17","15:03:04",13566.45
"2017-03-17","15:03:06",13567.17
"2017-03-17","15:03:08",13566.38
"2017-03-17","15:03:10",13571.79
"2017-03-17","15:03:12",13569.59
"2017-03-17","15:03:14",13564.16
"2017-03-17","15:03:16",13560.64
"2017-03-17","15:03:18",13559.94
"2017-03-17","15:03:20",13565.3
"2017-03-17","15:03:22",13564.39
"2017-03-17","15:03:24",13559.55
"2017-03-17","15:03:26",13560.59
"2017-03-17","15:03:28",13559.27
"2017-03-17","15:03:30",13557.91
"2017-03-17","15:03:32",13562.01
"2017-03-17","15:03:34",13559.52
"2017-03-17","15:03:36",13554.53
"2017-03-17","15:03:38",13557.49
"2017-03-17","15:03:40",13555.32
"2017-03-17","15:03:42",13552.97
"2017-03-17","15:03:44",13548.87
"2017-03-17","15:03:46",13546.41
"2017-03-17","15:03:48",13545.51
"2017-03-17","15:03:50",13543.89
"2017-03-17","15:03:52",13546.62
"2017-03-17","15:03:54",13546.48
"2017-03-17","15:03:56",13548.85
"2017-03-17","15:03:58",13550.22
"2017-03-17","15:04:00",13546.29
"2017-03-17","15:04:02",13541.43
"2017-03-17","15:04:04",13542.44
"2017-03-17","15:04:06",13542.43
"2017-03-17","15:04:08",13539.5
"2017-03-17","15:04:10",13536.07
"2017-03-17","15:04:12",13537.02
"2017-03-17","15:04:14",13536.33
"2017-03-17","15:04:16",13539.1
"2017-03-17","15:04:18",13539.33
"2017-03-17","15:04:20",13537.81
"2017-03-17","15:04:22",13536.7
"2017-03-17","15:04:24",13531.75
"2017-03-17","15:04:26",13530.18
"2017-03-17","15:04:28",13528.39
"2017-03-17","15:04:30",13525.13
"2017-03-17","15:04:32",13525.26
"2017-03-17","15:04:34",13527.09
"2017-03-17","15:04:36",13532.1
"2017-03-17","15:04:38",13530.53
"2017-03-17","15:04:40",13524.23
"2017-03-17","15:04:42",13529.6
"2017-03-17","15:04:44",13530.65
"2017-03-17","15:04:46",13529.16
"2017-03-17","15:04:48",13529.26
"2017-03-17","15:04:50",13525.76
"2017-03-17","15:04:52",13526.98
"2017-03-17","15:04:54",13530.8
"2017-03-17","15:04:56",13527.69
"2017-03-17","15:04:58",13530.21
"2017-03-17","15:05:00",13529.73
"2017-03-17","15:05:02",13529.72
"2017-03-17","15:05:04",13532.69
"2017-03-17","15:05:06",13533.27
"2017-03-17","15:05:08",13525.48
"2017-03-17","15:05:10",13526.64
"2017-03-17","15:05:12",13520.79
"2017-03-17","15:05:14",13521.15
"2017-03-17","15:05:16",13522.46
"2017-03-17","15:05:18",13521.02
"2017-03-17","15:05:20",13522.17
"2017-03-17","15:05:22",13518.48
"2017-03-17","15:05:24",13515.21
"2017-03-17","15:05:26",13515.93
"2017-03-17","15:05:28",13521.53
"2017-03-17","15:05:30",13518.2
"2017-03-17","15:05:32",13525.19
"2017-03-17","15:05:34",13530.65
"2017-03-17","15:05:36",13531.16
"2017-03-17","15:05:38",13535.51
"2017-03-17","15:05:40",13534.3
"2017-03-17","15:05:42",13539.87
"2017-03-17","15:05:44",13539.51
"2017-03-17","15:05:46",13541.4
"2017-03-17","15:05:48",13541.44
"2017-03-17","15:05:50",13539.42
"2017-03-17","15:05:52",13542.38
"2017-03-17","15:05:54",13543.63
"2017-03-17","15:05:56",13537.28
"2017-03-17","15:05:58",13536.38
"2017-03-17","15:06:00",13536.64
"2017-03-17","15:06:02",13531.72
"2017-03-17","15:06:04",13534.24
"2017-03-17","15:06:06",13534.49
"2017-03-17","15:06:08",13534.49
"2017-03-17","15:06:10",13529.56
"2017-03-17","15:06:12",13528.63
"2017-03-17","15:06:14",13530.3
"2017-03-17","15:06:16",13531.33
"2017-03-17","15:06:18",13530.26
"2017-03-17","15:06:20",13532.13
"2017-03-17","15:06:22",13539.94
"2017-03-17","15:06:24",13540.53
"2017-03-17","15:06:26",13539.28
"2017-03-17","15:06:28",13544.78
"2017-03-17","15:06:30",13545.86
"2017-03-17","15:06:32",13542.58
"2017-03-17","15:06:34",13541.96
"2017-03-17","15:06:36",13538.96
"2017-03-17","15:06:38",13539.75
"2017-03-17","15:06:40",13545.46
"2017-03-17","15:06:42",13547.86
"2017-03-17","15:06:44",13550.21
"2017-03-17","15:06:46",13550.51
"2017-03-17","15:06:48",13547.94
"2017-03-17","15:06:50",13542.79
"2017-03-17","15:06:52",13551.07
"2017-03-17","15:06:54",13547.7
"2017-03-17","15:06:56",13546.28
"2017-03-17","15:06:58",13547.68
"2017-03-17","15:07:00",13547.14
"2017-03-17","15:07:02",13548.33
"2017-03-17","15:07:04",13549.37
"2017-03-17","15:07:06",13551.12
"2017-03-17","15:07:08",13547.69
"2017-03-17","15:07:10",13549.31
"2017-03-17","15:07:12",13546.33
"2017-03-17","15:07:14",13543.73
"2017-03-17","15:07:16",13542.08
"2017-03-17","15:07:18",13545.96
"2017-03-17","15:07:20",13545.05
"2017-03-17","15:07:22",13545.01
"2017-03-17","15:07:24",13542.66
"2017-03-17","15:07:26",13542.84
"2017-03-17","15:07:28",13539.19
"2017-03-17","15:07:30",13534.34
"2017-03-17","15:07:32",13539.1
"2017-03-17","15:07:34",13544.6
"2017-03-17","15:07:36",13542.38
"2017-03-17","15:07:38",13547.76
"2017-03-17","15:07:40",13551
"2017-03-17","15:07:42",13551.62
"2017-03-17","15:07:44",13550.44
"2017-03-17","15:07:46",13551.5
"2017-03-17","15:07:48",13552.24
"2017-03-17","15:07:50",13550.21
"2017-03-17","15:07:52",13550.31
"2017-03-17","15:07:54",13553.92
"2017-03-17","15:07:56",13563.06
"2017-03-17","15:07:58",13565.19
"2017-03-17","15:08:00",13566.33
"2017-03-17","15:08:02",13563.13
"2017-03-17","15:08:04",13559.54
"2017-03-17","15:08:06",13561.08
"2017-03-17","15:08:08",13560.74
"2017-03-17","15:08:10",13567.92
"2017-03-17","15:08:12",13566.29
"2017-03-17","15:08:14",13563.57
"2017-03-17","15:08:16",13560.99
"2017-03-17","15:08:18",13564.37
"2017-03-17","15:08:20",13567.55
"2017-03-17","15:08:22",13574.92
"2017-03-17","15:08:24",13576.87
"2017-03-17","15:08:26",13574.06
"2017-03-17","15:08:28",13579.52
"2017-03-17","15:08:30",13582.95
"2017-03-17","15:08:32",13588.42
"2017-03-17","15:08:34",13596.8
"2017-03-17","15:08:36",13600.84
"2017-03-17","15:08:38",13603.86
"2017-03-17","15:08:40",13603.05
"2017-03-17","15:08:42",13600.7
"2017-03-17","15:08:44",13604.92
"2017-03-17","15:08:46",13604.9
"2017-03-17","15:08:48",13596.74
"2017-03-17","15:08:50",13597.29
"2017-03-17","15:08:52",13600.89
"2017-03-17","15:08:54",13600.59
"2017-03-17","15:08:56",13604.96
"2017-03-17","15:08:58",13601.87
"2017-03-17","15:09:00",13597.25
"2017-03-17","15:09:02",13598.34
"2017-03-17","15:09:04",13595.28
"2017-03-17","15:09:06",13595.87
"2017-03-17","15:09:08",13597.91
"2017-03-17","15:09:10",13594.28
"2017-03-17","15:09:12",13593.17
"2017-03-17","15:09:14",13594.76
"2017-03-17","15:09:16",13594.89
"2017-03-17","15:09:18",13595.94
"2017-03-17","15:09:20",13600.14
"2017-03-17","15:09:22",13593.54
"2017-03-17","15:09:24",13594.54
"2017-03-17","15:09:26",13591.68
"2017-03-17","15:09:28",13589.45
"2017-03-17","15:09:30",13583.09
